Order ID,OrderDate,Gender,Phone,City,State,Product,Category,Customer Segment,Sales Channel,Quantity,Unit Price,Discount,Revenue,Cost,Profit,Payment,Salesperson,Order Status,Customer Rating,Delivery Days,Returned,Customer Satisfaction
ORD10282,25/05/2026,Female,7385556630,Kochi,Kerala,Monitor,Electronics,Enterprise,Distributor,7,18000,3,122220,93967.87,28252.13,UPI,Priya,Completed,,3,Yes,4.6
ORD10283,08/08/2026,Other,8679932830,Bangalore,Karnataka,Mouse,Accessories,Small Business,Online,8,900,3,6984,4634.65,2349.35,Debit Card,Divya,Completed,1,4,No,4.8
ORD10284,02/03/2026,Other,7141669467,Trichy,Tamil Nadu,Monitor,Electronics,Consumer,Online,1,18000,5,17100,13570.65,3529.35,Debit Card,Priya,Pending,5,2,Yes,4.2
ORD10285,12/09/2025,Other,9217765256,Coimbatore,Tamil Nadu,Webcam,Accessories,Enterprise,Online,4,3500,3,13580,10448.01,3131.99,EMI,Anitha,Cancelled,,8,No,4.6
ORD10286,11/06/2025,Female,9876143443,Hyderabad,Telangana,Keyboard,Accessories,Small Business,Distributor,7,1800,10,11340,8832.64,2507.36,Debit Card,Vijay,Returned,,6,Yes,3.7
ORD10287,04/04/2026,Female,8558781873,Coimbatore,Tamil Nadu,Mouse,Accessories,Consumer,Retail Store,5,900,5,4275,3828.58,446.42,Debit Card,Arun,Cancelled,2,4,No,2.1
ORD10288,31/12/2025,Female,9820911776,Kochi,Kerala,Headset,Accessories,Corporate,Retail Store,3,2200,0,6600,4151.77,2448.23,Debit Card,Rahul,Completed,5,7,Yes,4.2
ORD10289,08/12/2026,Other,8758462618,Trichy,Tamil Nadu,Printer,Office Equipment,Small Business,Online,3,12000,8,33120,29454.09,3665.91,EMI,Anitha,Returned,1,1,No,3
ORD10290,31/10/2026,Male,7309034704,Coimbatore,Tamil Nadu,Tablet,Electronics,Consumer,Distributor,2,28000,20,44800,45074.04,-274.04,Cash,Anitha,Pending,3,9,Yes,2.5
ORD10291,08/02/2026,Male,9876543210,Trichy,Tamil Nadu,Tablet,Electronics,Consumer,Direct Sales,2,28000,3,54320,40525.22,13794.78,Debit Card,Priya,Returned,5,7,Yes,4.3
ORD10292,09/08/2026,Other,8251627092,Kochi,Kerala,Smartphone,Electronics,Corporate,Retail Store,4,32000,8,117760,91504.19,26255.81,UPI,Rahul,Returned,3,11,Yes,2.3
ORD10293,19/12/2025,Female,6726945805,Coimbatore,Tamil Nadu,Tablet,Electronics,Small Business,Direct Sales,6,28000,5,159600,111840.55,47759.45,Cash,Karthik,Returned,1,4,Yes,4.1
ORD10294,28/09/2026,Female,8979827806,Bangalore,Karnataka,Keyboard,Accessories,Consumer,Distributor,2,1800,15,3060,2279.12,780.88,Net Banking,Meena,Completed,3,4,Yes,2.6
ORD10295,25/05/2025,Female,8503987156,Pune,Maharashtra,Webcam,Accessories,Consumer,Distributor,8,3500,10,25200,22265.09,2934.91,Credit Card,Arun,Cancelled,2,12,No,2.2
ORD10296,07/11/2026,Female,9725499475,Bangalore,Karnataka,Laptop,Electronics,Enterprise,Retail Store,7,55000,15,327250,263769.08,63480.92,Net Banking,Suresh,Completed,3,8,Yes,2.6
ORD10297,27/06/2026,Female,9197133819,Trichy,Tamil Nadu,Webcam,Accessories,Corporate,Online,1,3500,0,3500,2377.81,1122.19,Debit Card,Sneha,Cancelled,,5,Yes,5
ORD10298,01/02/2026,Male,6651581691,Pune,Maharashtra,Webcam,Accessories,Small Business,Direct Sales,1,3500,15,2975,2386.45,588.55,EMI,Karthik,Completed,,7,Yes,3.3
ORD10299,04/12/2025,Male,8802348672,Hyderabad,Telangana,SSD,Storage,Corporate,Retail Store,7,6500,5,43225,38144.31,5080.69,Credit Card,Rahul,Pending,4,3,Yes,3
ORD10300,30/05/2025,Female,7766312876,Kochi,Kerala,Webcam,Accessories,Small Business,Direct Sales,2,3500,3,6790,4873.56,1916.44,EMI,Rahul,Pending,2,2,Yes,2.6
ORD10301,25/08/2025,Other,6112032032,Madurai,Tamil Nadu,SSD,Storage,Small Business,Online,5,6500,10,29250,24572.94,4677.06,EMI,Meena,Pending,5,10,No,4.1
ORD10302,17/06/2025,Female,9283669369,Hyderabad,Telangana,Printer,Office Equipment,Consumer,Distributor,7,12000,8,77280,61632.75,15647.25,Net Banking,Divya,Pending,2,2,Yes,4.8
ORD10303,14/04/2026,Male,8611039285,Madurai,Tamil Nadu,Smartphone,Electronics,Enterprise,Distributor,8,32000,15,217600,178681.59,38918.41,Net Banking,Anitha,Completed,5,2,No,3.4
ORD10304,01/02/2026,Male,7250605847,Mumbai,Maharashtra,Laptop,Electronics,Enterprise,Direct Sales,7,55000,15,327250,242326.85,84923.15,Debit Card,Rahul,Returned,2,7,No,3.8
ORD10305,08/04/2026,Male,6772112249,chennai,Kerala,Laptop,Electronics,Corporate,Direct Sales,3,55000,8,151800,135163.78,16636.22,Net Banking,Sneha,Returned,1,3,No,3.8
ORD10306,27/10/2026,Male,6490334658,Trichy,Tamil Nadu,Mouse,Accessories,Enterprise,Distributor,2,900,5,1710,1256,454,UPI,Suresh,Returned,,9,Yes,3.1
ORD10307,07/11/2026,Male,9303503289,Chennai,Tamil Nadu,Tablet,Electronics,Consumer,Direct Sales,3,28000,5,79800,63480.31,16319.69,Debit Card,Rahul,Returned,3,11,Yes,2.4
ORD10308,13/01/2025,Other,9467990956,Mumbai,Maharashtra,Keyboard,Accessories,Consumer,Direct Sales,1,1800,10,1620,1446.65,173.35,Credit Card,Divya,Returned,4,7,No,2.2
ORD10309,06/10/2026,Male,6636755414,Chennai,Tamil Nadu,SSD,Storage,Consumer,Distributor,4,6500,10,23400,17855.42,5544.58,UPI,Karthik,Completed,,10,No,3
ORD10310,15/06/2025,Other,8970028366,Chennai,Tamil Nadu,Monitor,Electronics,Corporate,Direct Sales,2,18000,8,33120,30905.87,2214.13,EMI,Anitha,Cancelled,1,2,No,3
ORD10311,27/10/2025,Other,9691129007,Bangalore,Karnataka,Tablet,Electronics,Small Business,Distributor,7,28000,20,156800,147414.16,9385.84,Cash,Vijay,Pending,,4,Yes,2.3
ORD10312,25/12/2026,Female,7115231376,Bangalore,Karnataka,Webcam,Accessories,Small Business,Retail Store,8,3500,15,23800,21987.76,1812.24,Cash,Anitha,Returned,5,12,No,3.5
ORD10313,18/07/2025,Female,8686333429,Madurai,Tamil Nadu,Keyboard,Accessories,Consumer,Retail Store,4,1800,15,6120,4965.96,1154.04,Cash,Vijay,Returned,1,6,No,3.7
ORD10314,11/03/2025,Other,7391242279,Chennai,Tamil Nadu,Mouse,Accessories,Consumer,Online,4,900,15,3060,2475.33,584.67,EMI,Sneha,Cancelled,4,12,Yes,4.5
ORD10315,01/05/2026,Female,6667379034,Delhi,Delhi,Mouse,Accessories,Enterprise,Distributor,6,900,15,4590,3968.92,621.08,Net Banking,Vijay,Completed,5,5,No,3.7
ORD10316,29/12/2025,Male,7456648525,Mumbai,Maharashtra,Laptop,Electronics,Enterprise,Retail Store,6,55000,20,264000,277161.97,-13161.97,Cash,Anitha,Returned,2,10,Yes,4.6
ORD10317,24/05/2026,Female,6928313711,Delhi,Delhi,Headset,Accessories,Small Business,Retail Store,1,2200,5,2090,1582.52,507.48,UPI,Sneha,Completed,2,2,No,3.5
ORD10318,11/05/2026,Female,6615447530,Kochi,Kerala,Smartphone,Electronics,Consumer,Retail Store,3,32000,3,93120,67356.27,25763.73,Credit Card,Arun,Returned,4,12,Yes,2
ORD10319,17/02/2025,Male,8480600589,Madurai,Tamil Nadu,Laptop,Electronics,Small Business,Retail Store,2,55000,5,104500,80525.52,23974.48,Debit Card,Divya,Pending,3,5,No,4.3
ORD10320,16/01/2025,Male,6887243074,Pune,Maharashtra,Monitor,Electronics,Small Business,Distributor,,18000,3,52380,37026.33,15353.67,Debit Card,Karthik,Cancelled,5,4,Yes,2.2
ORD10321,28/04/2026,Female,6231068718,Delhi,Delhi,SSD,Storage,Consumer,Direct Sales,8,6500,0,52000,33863.32,18136.68,Net Banking,Karthik,Returned,5,6,No,3
ORD10322,05/08/2026,Male,7956719117,Kochi,Kerala,Mouse,Accessories,Small Business,Direct Sales,2,900,20,1440,1446.23,-6.23,Net Banking,Divya,Pending,2,10,No,4.7
ORD10323,29/11/2025,Male,8041545544,Bangalore,Telangana,Tablet,Electronics,Consumer,Distributor,6,28000,20,134400,138867.12,-4467.12,Net Banking,Meena,Pending,3,6,Yes,3.5
ORD10324,06/11/2025,Other,7775719463,Bangalore,Karnataka,Tablet,Electronics,Corporate,Retail Store,6,28000,10,151200,130345.88,20854.12,Cash,Karthik,Returned,4,2,No,2.6
ORD10325,12/07/2026,Other,8875932424,Bangalore,Tamil Nadu,SSD,Storage,Consumer,Direct Sales,7,6500,10,40950,36807.61,4142.39,UPI,Anitha,Returned,3,9,Yes,4.5
ORD10326,03/12/2026,Female,8770207149,Pune,Maharashtra,Keyboard,Accessories,Consumer,Online,7,1800,0,12600,9621.14,2978.86,Credit Card,Karthik,Completed,2,11,Yes,3.4
ORD10327,21/11/2025,Female,9082889804,Coimbatore,Tamil Nadu,Headset,Accessories,Small Business,Online,8,2200,3,17072,11780.71,5291.29,Cash,Arun,Returned,2,5,Yes,3.1
ORD10328,03/01/2026,Male,7854203954,Chennai,Tamil Nadu,Webcam,Accessories,Enterprise,Distributor,1,3500,15,2975,2640.43,334.57,EMI,Vijay,Returned,4,7,Yes,4
ORD10329,04/01/2026,Other,6539229515,Hyderabad,Telangana,Smartphone,Electronics,Corporate,Online,4,32000,10,115200,91174.76,24025.24,UPI,Arun,Pending,,8,No,4.9
ORD10330,12/04/2026,Other,6772223853,Bangalore,Karnataka,Keyboard,Accessories,Enterprise,Direct Sales,3,1800,15,4590,4392.5,197.5,Cash,Meena,Returned,3,4,Yes,3.3
ORD10331,31/12/2026,Other,8475414520,Madurai,Tamil Nadu,Laptop,Electronics,Small Business,Online,8,55000,20,352000,349984.45,2015.55,UPI,Anitha,Returned,,6,Yes,3.7
ORD10332,20/06/2026,Female,8708676312,Hyderabad,Telangana,Monitor,Electronics,Consumer,Distributor,5,18000,8,82800,66966.11,15833.89,Cash,Arun,Cancelled,5,1,No,3.4
ORD10333,29/10/2025,Other,9963672922,Madurai,Tamil Nadu,Smartphone,Electronics,Small Business,Distributor,6,32000,8,176640,135302.3,41337.7,UPI,Meena,Pending,5,1,No,4.4
ORD10334,02/06/2026,Male,8644831247,Chennai,Tamil Nadu,SSD,Storage,Small Business,Distributor,5,6500,8,29900,20793.58,9106.42,Debit Card,Arun,Completed,5,3,Yes,4
ORD10335,12/05/2026,Female,6362501515,Hyderabad,Telangana,Printer,Office Equipment,Corporate,Retail Store,5,12000,20,48000,47291.16,708.84,Net Banking,Vijay,Returned,2,11,No,4.2
ORD10336,29/04/2025,Female,8045400609,Mumbai,Maharashtra,Keyboard,Accessories,Small Business,Direct Sales,6,1800,0,10800,8360.74,2439.26,EMI,Suresh,Pending,4,11,No,3.4
ORD10337,05/04/2026,Other,8932931415,Kochi,Kerala,Keyboard,Accessories,Consumer,Online,7,1800,0,12600,8685.31,3914.69,Cash,Sneha,Returned,5,11,No,3
ORD10338,18/04/2026,Other,8885744937,Bangalore,Karnataka,Headset,Accessories,Corporate,Distributor,5,2200,15,9350,8362.23,987.77,EMI,Karthik,Cancelled,5,1,Yes,4.5
ORD10339,02/04/2026,Female,6829270292,Coimbatore,Tamil Nadu,Laptop,Electronics,Consumer,Online,2,55000,10,99000,70943.15,28056.85,Cash,Priya,Completed,5,11,Yes,4.9
ORD10340,20/01/2026,Male,9848297723,Bangalore,Karnataka,Monitor,Electronics,Consumer,Retail Store,2,18000,20,28800,27544.49,1255.51,Debit Card,Rahul,Returned,,2,No,4.8
ORD10341,17/03/2025,Female,7428741189,Coimbatore,Tamil Nadu,Headset,Accessories,Consumer,Distributor,6,2200,5,12540,8697.11,3842.89,Debit Card,Karthik,Returned,1,8,Yes,3.8
ORD10342,18/03/2026,Female,9072620983,Trichy,Tamil Nadu,Keyboard,Accessories,Small Business,Online,2,1800,3,3492,2699.11,792.89,UPI,Priya,Completed,5,12,No,4.3
ORD10343,08/02/2025,Male,9006714179,Trichy,Tamil Nadu,Laptop,Electronics,Small Business,Direct Sales,3,55000,15,140250,127657.28,12592.72,Cash,Arun,Returned,4,7,No,4.5
ORD10344,07/12/2026,Other,7541542479,Kochi,Kerala,Monitor,Electronics,Small Business,Distributor,4,18000,0,72000,51282.84,20717.16,Net Banking,Arun,Completed,3,9,No,2.2
ORD10345,29/01/2026,Other,7675487027,Pune,Maharashtra,Smartphone,Electronics,Consumer,Distributor,4,32000,3,124160,96393.49,27766.51,Net Banking,Priya,Returned,,4,Yes,2.1
ORD10346,08/07/2026,Other,9583077705,Madurai,Tamil Nadu,Laptop,Electronics,Enterprise,Online,4,55000,8,202400,156926.93,45473.07,UPI,Sneha,Completed,3,12,Yes,3.2
ORD10347,04/07/2026,Male,9972053670,Kochi,Kerala,Mouse,Accessories,Consumer,Online,,900,15,6120,5967.71,152.29,EMI,Karthik,Returned,,1,No,4.7
ORD10348,15/01/2025,Female,9525048115,Chennai,Tamil Nadu,SSD,Storage,Consumer,Direct Sales,4,6500,15,22100,20168.43,1931.57,Cash,Karthik,Completed,1,2,No,3.8
ORD10349,12/12/2025,Female,6518842513,Mumbai,Maharashtra,SSD,Storage,Corporate,Distributor,2,6500,20,10400,8692.24,1707.76,Credit Card,Arun,Pending,3,2,Yes,2.8
ORD10350,07/09/2025,Male,9397543728,Hyderabad,Telangana,Tablet,Electronics,Enterprise,Retail Store,6,28000,10,151200,110813.05,40386.95,UPI,Meena,Completed,1,1,Yes,4.8
ORD10351,03/05/2026,Male,8748030488,Pune,Maharashtra,SSD,Storage,Small Business,Direct Sales,7,6500,15,38675,37026.94,1648.06,Net Banking,Divya,Pending,5,12,Yes,3.8
ORD10352,05/11/2025,Other,7012061834,Madurai,Tamil Nadu,Smartphone,Electronics,Corporate,Online,2,32000,15,54400,52374.79,2025.21,Cash,Priya,Cancelled,5,9,Yes,3.4
ORD10353,02/06/2025,Male,6686162224,Pune,Maharashtra,Mouse,Accessories,Consumer,Online,1,900,3,873,582.34,290.66,EMI,Sneha,Cancelled,2,7,No,3
ORD10354,05/07/2026,Female,8211494631,Chennai,Tamil Nadu,Smartphone,Electronics,Consumer,Online,2,32000,15,54400,40485.73,13914.27,Credit Card,Meena,Cancelled,4,4,No,2.7
ORD10355,27/02/2026,Male,8022887749,Delhi,Delhi,Monitor,Electronics,Enterprise,Online,4,18000,0,72000,48737.41,23262.59,Net Banking,Karthik,Pending,5,8,Yes,3.2
ORD10356,04/10/2025,Male,8973021583,Trichy,Tamil Nadu,Keyboard,Accessories,Consumer,Distributor,4,1800,15,6120,5083.64,1036.36,Credit Card,Priya,Returned,4,7,Yes,4.3
ORD10357,19/09/2026,Male,6371404423,Pune,Maharashtra,Mouse,Accessories,Enterprise,Direct Sales,3,900,20,2160,2188.88,-28.88,Credit Card,Anitha,Returned,4,5,Yes,4.2
ORD10358,29/08/2026,Female,6189941491,Mumbai,Maharashtra,Mouse,Accessories,Consumer,Direct Sales,6,900,8,4968,4098.99,869.01,EMI,Suresh,Completed,4,9,No,3.4
ORD10359,13/01/2025,Male,6569993705,Trichy,Tamil Nadu,Monitor,Electronics,Small Business,Distributor,8,18000,3,139680,92151.64,47528.36,Credit Card,Priya,Completed,4,11,No,2.5
ORD10360,22/05/2025,Female,8692132566,Madurai,Tamil Nadu,Smartphone,Electronics,Enterprise,Online,1,32000,8,29440,23401.68,6038.32,EMI,Priya,Returned,,6,Yes,2.9
ORD10361,28/09/2026,Other,9908437910,Madurai,Tamil Nadu,Headset,Accessories,Small Business,Online,4,2200,20,7040,6902.01,137.99,UPI,Vijay,Cancelled,4,10,Yes,3.1
ORD10362,29/07/2025,Other,6487726511,Kochi,Kerala,Keyboard,Accessories,Enterprise,Retail Store,2,1800,10,3240,2844.87,395.13,EMI,Divya,Cancelled,3,5,No,2.8
ORD10363,24/06/2026,Other,9544975881,Delhi,Delhi,Monitor,Electronics,Small Business,Direct Sales,6,18000,8,99360,79563,19797,Cash,Sneha,Completed,2,8,Yes,2.2
ORD10364,25/04/2025,Male,9876543210,Pune,Maharashtra,Keyboard,Accessories,Corporate,Online,2,1800,0,3600,2374.36,1225.64,Debit Card,Vijay,Pending,4,6,No,3.3
ORD10365,26/08/2025,Female,8485517370,Pune,Maharashtra,Laptop,Electronics,Small Business,Distributor,,55000,0,220000,137563.53,82436.47,Net Banking,Anitha,Returned,4,5,Yes,4.7
ORD10366,23/10/2025,Female,7958189548,Hyderabad,Telangana,Headset,Accessories,Corporate,Retail Store,5,2200,3,10670,8098.4,2571.6,EMI,Suresh,Cancelled,2,3,Yes,2.5
ORD10367,24/09/2025,Other,9037119053,Chennai,Tamil Nadu,Monitor,Electronics,Consumer,Distributor,6,18000,-5,97200,70238.19,26961.81,Debit Card,Karthik,Cancelled,4,9,Yes,3.6
ORD10368,15/04/2026,Other,8345677415,Chennai,Tamil Nadu,Monitor,Electronics,Small Business,Distributor,7,18000,8,115920,101359.99,14560.01,Net Banking,Rahul,Pending,5,12,No,3
ORD10369,30/04/2025,Other,9611538856,Trichy,Tamil Nadu,Monitor,Electronics,Corporate,Direct Sales,1,18000,3,17460,14089,3371,Debit Card,Priya,Cancelled,1,10,Yes,3.8
ORD10370,02/04/2026,Other,7694036518,Pune,Maharashtra,Mouse,Accessories,Corporate,Direct Sales,4,900,0,3600,2304.22,1295.78,Debit Card,Anitha,Completed,,6,No,2.4
ORD10371,20/12/2025,Other,6376233267,Delhi,Delhi,Tablet,Electronics,Corporate,Direct Sales,7,28000,5,186200,122093.45,64106.55,EMI,Vijay,Returned,3,3,No,4.2
ORD10372,02/05/2026,Other,9247485135,Hyderabad,Telangana,Tablet,Electronics,Enterprise,Online,2,28000,3,54320,37512.61,16807.39,UPI,Vijay,Cancelled,4,3,No,4.1
ORD10373,22/07/2026,Other,7305302324,Mumbai,Maharashtra,Keyboard,Accessories,Enterprise,Direct Sales,3,1800,20,4320,3842.77,477.23,Credit Card,Arun,Completed,2,5,No,4.9
ORD10374,06/12/2026,Male,9284440326,Bangalore,Karnataka,Smartphone,Electronics,Small Business,Direct Sales,5,32000,8,147200,106087.9,41112.1,UPI,Anitha,Cancelled,5,8,No,4.6
ORD10375,18/01/2025,Male,6627654163,Bangalore,Karnataka,Smartphone,Electronics,Small Business,Direct Sales,6,32000,10,172800,152814.67,19985.33,EMI,Karthik,Cancelled,2,1,No,3.1
ORD10376,20/03/2025,Male,8571665282,Chennai,Tamil Nadu,Printer,Office Equipment,Corporate,Distributor,5,12000,5,57000,44826.42,12173.58,Debit Card,Rahul,Cancelled,,12,No,2.3
ORD10377,16/10/2025,Female,9955267061,Delhi,Delhi,SSD,Storage,Corporate,Online,3,6500,0,19500,12730.92,6769.08,Credit Card,Karthik,Pending,2,9,Yes,3.3
ORD10378,16/11/2025,Female,9821345704,Bangalore,Karnataka,Monitor,Electronics,Small Business,Retail Store,3,18000,0,54000,39694.56,14305.44,EMI,Rahul,Completed,,2,Yes,2.4
ORD10379,22/03/2025,Male,6080772905,Mumbai,Maharashtra,Keyboard,Accessories,Enterprise,Direct Sales,5,1800,3,8730,6033.26,2696.74,UPI,Divya,Completed,1,11,Yes,3.4
ORD10380,09/04/2025,Other,9870516577,Chennai,Tamil Nadu,Headset,Accessories,Corporate,Retail Store,2,2200,5,4180,3432.97,747.03,EMI,Sneha,Completed,1,3,No,4.8
ORD10381,20/09/2026,Male,6425655666,Delhi,Delhi,Printer,Office Equipment,Consumer,Retail Store,3,12000,20,28800,26645.48,2154.52,EMI,Divya,Cancelled,2,9,Yes,4.9
ORD10382,09/07/2025,Male,9585190250,Mumbai,Maharashtra,Monitor,Electronics,Small Business,Direct Sales,8,18000,5,136800,113407.47,23392.53,Net Banking,Divya,Pending,4,2,No,2.4
ORD10383,23/12/2026,Male,7409244959,Kochi,Kerala,Monitor,Electronics,Enterprise,Online,3,18000,8,49680,43359.07,6320.93,Net Banking,Rahul,Returned,5,12,No,4.1
ORD10384,15/03/2026,Other,7578148768,Mumbai,Maharashtra,Smartphone,Electronics,Corporate,Online,7,32000,5,212800,191831.57,20968.43,EMI,Meena,Completed,4,8,Yes,2.4
ORD10385,22/06/2025,Female,6860125163,Coimbatore,Tamil Nadu,Tablet,Electronics,Enterprise,Online,2,28000,15,47600,47155.9,444.1,Credit Card,Vijay,Returned,3,12,No,4.3
ORD10386,19/02/2026,Male,9298532962,Delhi,Delhi,Tablet,Electronics,Enterprise,Online,8,28000,15,190400,171306.17,19093.83,UPI,Rahul,Returned,4,4,Yes,2.1
ORD10387,03/07/2025,Male,7300312565,Bangalore,Karnataka,Laptop,Electronics,Consumer,Online,8,55000,15,374000,275624.68,98375.32,EMI,Suresh,Returned,4,4,No,4
ORD10388,08/07/2026,Female,9780110968,Kochi,Kerala,Smartphone,Electronics,Consumer,Direct Sales,5,32000,10,144000,112394.84,31605.16,Net Banking,Sneha,Returned,4,8,Yes,2.1
ORD10389,16/11/2025,Male,8443214578,Pune,Maharashtra,Webcam,Accessories,Enterprise,Direct Sales,3,3500,8,9660,7595.32,2064.68,Net Banking,Suresh,Pending,5,1,No,2.8
ORD10390,25/11/2025,Male,6550606479,Coimbatore,Tamil Nadu,SSD,Storage,Small Business,Distributor,6,6500,20,31200,33332.05,-2132.05,EMI,Anitha,Completed,,6,No,2.3
ORD10391,08/09/2025,Other,6364821968,Delhi,Delhi,Printer,Office Equipment,Consumer,Distributor,7,12000,5,79800,53218.02,26581.98,UPI,Sneha,Pending,1,9,No,2.1
ORD10392,26/04/2026,Female,8449649820,Madurai,Tamil Nadu,Tablet,Electronics,Enterprise,Distributor,7,28000,5,186200,122479.72,63720.28,Cash,Priya,Returned,1,12,Yes,3
ORD10393,23/03/2026,Other,6919467055,Delhi,Delhi,Webcam,Accessories,Small Business,Distributor,3,3500,10,9450,7264.79,2185.21,UPI,Rahul,Returned,2,10,Yes,4.2
ORD10394,28/06/2026,Female,9417298242,Bangalore,Karnataka,SSD,Storage,Consumer,Distributor,6,6500,5,37050,24809.65,12240.35,Cash,Rahul,Returned,,9,No,2.6
ORD10395,04/07/2025,Male,8477523098,Pune,Maharashtra,Tablet,Electronics,Enterprise,Retail Store,8,28000,15,190400,179922.65,10477.35,EMI,Meena,Cancelled,,9,No,4.8
ORD10396,04/09/2025,Female,7762054424,Kochi,Kerala,Laptop,Electronics,Small Business,Online,,55000,5,209000,160819.3,48180.7,EMI,Divya,Returned,3,5,Yes,2.8
ORD10397,16/07/2025,Female,8084701332,Mumbai,Maharashtra,SSD,Storage,Enterprise,Direct Sales,7,6500,3,44135,29450.06,14684.94,EMI,Arun,Pending,2,5,Yes,2.1
ORD10398,13/05/2026,Female,8583851226,Kochi,Kerala,Headset,Accessories,Small Business,Online,3,2200,15,5610,5442.39,167.61,Net Banking,Sneha,Completed,4,12,Yes,2.7
ORD10399,18/08/2026,Male,7022532318,Kochi,Kerala,SSD,Storage,Consumer,Distributor,2,6500,10,11700,10132.36,1567.64,Debit Card,Anitha,Returned,,12,Yes,4.8
ORD10400,09/10/2025,Other,6240197763,Hyderabad,Telangana,Mouse,Accessories,Enterprise,Distributor,2,900,3,1746,1208.49,537.51,EMI,Priya,Cancelled,5,7,No,4
ORD10401,12/11/2025,Male,9614098856,Hyderabad,Telangana,Headset,Accessories,Consumer,Retail Store,6,2200,8,12144,10451.25,1692.75,Debit Card,Suresh,Returned,3,11,No,4.7
ORD10402,09/01/2025,Male,9533502762,Kochi,Kerala,Monitor,Electronics,Corporate,Distributor,4,18000,20,57600,52284.72,5315.28,Credit Card,Karthik,Returned,,6,No,4.4
ORD10403,07/12/2025,Male,8999958155,Bangalore,Karnataka,Headset,Accessories,Small Business,Online,8,2200,8,16192,14024.84,2167.16,Debit Card,Vijay,Cancelled,4,12,Yes,4.3
ORD10404,06/10/2026,Male,6476003514,Trichy,Tamil Nadu,Keyboard,Accessories,Corporate,Retail Store,3,1800,0,5400,3867.26,1532.74,Cash,Karthik,Returned,3,8,No,4.6
ORD10405,02/12/2025,Female,7578828127,Chennai ,Maharashtra,Keyboard,Accessories,Corporate,Direct Sales,3,1800,15,4590,4116.55,473.45,Net Banking,Anitha,completed,1,1,Yes,4.7
ORD10406,20/02/2025,Other,7117369169,Mumbai,Maharashtra,Smartphone,Electronics,Corporate,Online,5,32000,15,136000,131910.31,4089.69,Debit Card,Karthik,Completed,1,12,No,4.3
ORD10407,15/07/2025,Female,6559201866,Trichy,Tamil Nadu,Smartphone,Electronics,Enterprise,Retail Store,2,32000,3,62080,50640.34,11439.66,Cash,Divya,Cancelled,,11,Yes,3.3
ORD10408,30/08/2025,Female,8503549632,Hyderabad,Telangana,Tablet,Electronics,Enterprise,Online,1,28000,5,26600,23919.58,2680.42,UPI,Meena,Pending,3,12,No,4.1
ORD10409,02/03/2025,Female,9900803267,Coimbatore,Tamil Nadu,Tablet,Electronics,Small Business,Online,5,28000,0,140000,90001.39,49998.61,UPI,Rahul,Returned,3,7,No,2.4
ORD10410,20/05/2026,Male,7362867804,Chennai,Tamil Nadu,Webcam,Accessories,Enterprise,Retail Store,3,3500,5,,6938.06,3036.94,Debit Card,Priya,Cancelled,1,3,No,4.6
ORD10411,27/09/2025,Female,7871640952,Delhi,Delhi,Headset,Accessories,Corporate,Distributor,7,2200,5,14630,12884.72,1745.28,EMI,Meena,Pending,5,11,No,2.2
ORD10412,24/09/2025,Female,6498319477,Chennai,Tamil Nadu,Keyboard,Accessories,Enterprise,Online,4,1800,3,6984,4525.97,2458.03,Net Banking,Sneha,Returned,4,8,Yes,4.5
ORD10413,18/10/2025,Female,8419129100,Bangalore,Karnataka,Keyboard,Accessories,Corporate,Online,6,1800,0,10800,7224.08,3575.92,Cash,Anitha,Pending,4,2,Yes,4.3
ORD10414,28/11/2026,Other,9990662154,Delhi,Delhi,Monitor,Electronics,Consumer,Distributor,1,18000,5,17100,14103.27,2996.73,Credit Card,Arun,Completed,4,12,No,3.4
ORD10415,03/11/2026,Other,9153878465,Madurai,Tamil Nadu,Headset,Accessories,Corporate,Retail Store,1,2200,5,2090,1876.04,213.96,UPI,Rahul,Cancelled,1,12,Yes,3.6
ORD10416,03/09/2025,Male,6699824916,Coimbatore,Tamil Nadu,SSD,Storage,Enterprise,Direct Sales,2,6500,8,11960,8856.11,3103.89,Debit Card,Karthik,Completed,3,8,No,4.2
ORD10417,12/01/2026,Female,9802820039,Madurai,Tamil Nadu,Headset,Accessories,Enterprise,Direct Sales,3,2200,5,6270,5146.18,1123.82,Debit Card,Anitha,Returned,,7,No,3.8
ORD10418,20/04/2026,Female,8264644827,Coimbatore,Tamil Nadu,Tablet,Electronics,Consumer,Distributor,2,28000,0,56000,41619.31,14380.69,Net Banking,Vijay,Completed,4,5,Yes,5
ORD10419,19/07/2026,Male,8193231853,Mumbai,Maharashtra,Headset,Accessories,Enterprise,Direct Sales,7,2200,5,14630,11649.31,2980.69,UPI,Meena,Cancelled,3,5,Yes,4.3
ORD10420,07/02/2026,Other,7278386338,Bangalore,Karnataka,Laptop,Electronics,Small Business,Direct Sales,8,55000,3,426800,355820.3,70979.7,EMI,Meena,Cancelled,3,3,Yes,2.6
ORD10421,06/01/2025,Male,8816643737,Pune,Maharashtra,SSD,Storage,Enterprise,Direct Sales,2,6500,8,11960,9727.25,2232.75,EMI,Vijay,Returned,3,10,No,4.1
ORD10422,15/07/2025,Male,6898633785,Pune,Maharashtra,Tablet,Electronics,Enterprise,Retail Store,2,28000,3,54320,36535.93,17784.07,EMI,Divya,Returned,,9,Yes,2.3
